"subno","trialnum","Handedness","Gender","Age","Fearful_face_RT","Happy_face_RT","ACS","traitanx"
15.0,61.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,62.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,63.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,64.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,65.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,66.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,67.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,68.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,69.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,70.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,71.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,72.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,73.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,74.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,75.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,76.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,77.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,78.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,79.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,80.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,81.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,82.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,83.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,84.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,85.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,86.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,87.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,88.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,89.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,90.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,91.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,92.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,93.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,94.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,95.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,96.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,97.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,98.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,99.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,100.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,101.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,102.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,103.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,104.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,105.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,106.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,107.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,108.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,109.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,110.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,111.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,112.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,113.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,114.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,115.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,116.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,117.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,118.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,119.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,120.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,121.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,122.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,123.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,124.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,125.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,126.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,127.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,128.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,129.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,130.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,131.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,132.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,133.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,134.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,135.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,136.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,137.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,138.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,139.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,140.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,141.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,142.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,143.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,144.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,145.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,146.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,147.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,148.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,149.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,150.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,151.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,152.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,153.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,154.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,155.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,156.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,157.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,158.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,159.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,160.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,161.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,162.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,163.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,164.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,165.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,166.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,167.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,168.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,169.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,170.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,171.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,172.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,173.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,174.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,175.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,176.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,177.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,178.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,179.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,180.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,181.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,182.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,183.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,184.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,185.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,186.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,187.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,188.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,189.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,190.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,191.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,192.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,193.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,194.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,195.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,196.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,197.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,198.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,199.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,200.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,201.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,202.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,203.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,204.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,205.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,206.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,207.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,208.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,209.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,210.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,211.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,212.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,213.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,214.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,215.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,216.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,217.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,218.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,219.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,220.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,221.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,222.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,223.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,224.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,225.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,226.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,227.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,228.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,229.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,230.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,231.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,232.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,233.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,234.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,235.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,236.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,237.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,238.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,239.0,,,,0.48530158766891823,0.47064126830995134,,
15.0,240.0,,,,0.48530158766891823,0.47064126830995134,,
16.0,1.0,12,2,57.0,0.444905105124325,0.42861867683104937,65.0,46.0
16.0,2.0,,,,0.444905105124325,0.42861867683104937,,
16.0,3.0,,,,0.444905105124325,0.42861867683104937,,
16.0,4.0,,,,0.444905105124325,0.42861867683104937,,
16.0,5.0,,,,0.444905105124325,0.42861867683104937,,
16.0,6.0,,,,0.444905105124325,0.42861867683104937,,
16.0,7.0,,,,0.444905105124325,0.42861867683104937,,
16.0,8.0,,,,0.444905105124325,0.42861867683104937,,
16.0,9.0,,,,0.444905105124325,0.42861867683104937,,
16.0,10.0,,,,0.444905105124325,0.42861867683104937,,
16.0,11.0,,,,0.444905105124325,0.42861867683104937,,
16.0,12.0,,,,0.444905105124325,0.42861867683104937,,
16.0,13.0,,,,0.444905105124325,0.42861867683104937,,
16.0,14.0,,,,0.444905105124325,0.42861867683104937,,
16.0,15.0,,,,0.444905105124325,0.42861867683104937,,
16.0,16.0,,,,0.444905105124325,0.42861867683104937,,
16.0,17.0,,,,0.444905105124325,0.42861867683104937,,
16.0,18.0,,,,0.444905105124325,0.42861867683104937,,
16.0,19.0,,,,0.444905105124325,0.42861867683104937,,
16.0,20.0,,,,0.444905105124325,0.42861867683104937,,
16.0,21.0,,,,0.444905105124325,0.42861867683104937,,
16.0,22.0,,,,0.444905105124325,0.42861867683104937,,
16.0,23.0,,,,0.444905105124325,0.42861867683104937,,
16.0,24.0,,,,0.444905105124325,0.42861867683104937,,
16.0,25.0,,,,0.444905105124325,0.42861867683104937,,
16.0,26.0,,,,0.444905105124325,0.42861867683104937,,
16.0,27.0,,,,0.444905105124325,0.42861867683104937,,
16.0,28.0,,,,0.444905105124325,0.42861867683104937,,
16.0,29.0,,,,0.444905105124325,0.42861867683104937,,
16.0,30.0,,,,0.444905105124325,0.42861867683104937,,
16.0,31.0,,,,0.444905105124325,0.42861867683104937,,
16.0,32.0,,,,0.444905105124325,0.42861867683104937,,
16.0,33.0,,,,0.444905105124325,0.42861867683104937,,
16.0,34.0,,,,0.444905105124325,0.42861867683104937,,
16.0,35.0,,,,0.444905105124325,0.42861867683104937,,
16.0,36.0,,,,0.444905105124325,0.42861867683104937,,
16.0,37.0,,,,0.444905105124325,0.42861867683104937,,
16.0,38.0,,,,0.444905105124325,0.42861867683104937,,
16.0,39.0,,,,0.444905105124325,0.42861867683104937,,
16.0,40.0,,,,0.444905105124325,0.42861867683104937,,
16.0,41.0,,,,0.444905105124325,0.42861867683104937,,
16.0,42.0,,,,0.444905105124325,0.42861867683104937,,
16.0,43.0,,,,0.444905105124325,0.42861867683104937,,
16.0,44.0,,,,0.444905105124325,0.42861867683104937,,
16.0,45.0,,,,0.444905105124325,0.42861867683104937,,
16.0,46.0,,,,0.444905105124325,0.42861867683104937,,
16.0,47.0,,,,0.444905105124325,0.42861867683104937,,
16.0,48.0,,,,0.444905105124325,0.42861867683104937,,
16.0,49.0,,,,0.444905105124325,0.42861867683104937,,
16.0,50.0,,,,0.444905105124325,0.42861867683104937,,
16.0,51.0,,,,0.444905105124325,0.42861867683104937,,
16.0,52.0,,,,0.444905105124325,0.42861867683104937,,
16.0,53.0,,,,0.444905105124325,0.42861867683104937,,
16.0,54.0,,,,0.444905105124325,0.42861867683104937,,
16.0,55.0,,,,0.444905105124325,0.42861867683104937,,
16.0,56.0,,,,0.444905105124325,0.42861867683104937,,
16.0,57.0,,,,0.444905105124325,0.42861867683104937,,
16.0,58.0,,,,0.444905105124325,0.42861867683104937,,
16.0,59.0,,,,0.444905105124325,0.42861867683104937,,
16.0,60.0,,,,0.444905105124325,0.42861867683104937,,
16.0,61.0,,,,0.444905105124325,0.42861867683104937,,
16.0,62.0,,,,0.444905105124325,0.42861867683104937,,
16.0,63.0,,,,0.444905105124325,0.42861867683104937,,
16.0,64.0,,,,0.444905105124325,0.42861867683104937,,
16.0,65.0,,,,0.444905105124325,0.42861867683104937,,
16.0,66.0,,,,0.444905105124325,0.42861867683104937,,
16.0,67.0,,,,0.444905105124325,0.42861867683104937,,
16.0,68.0,,,,0.444905105124325,0.42861867683104937,,
16.0,69.0,,,,0.444905105124325,0.42861867683104937,,
16.0,70.0,,,,0.444905105124325,0.42861867683104937,,
16.0,71.0,,,,0.444905105124325,0.42861867683104937,,
16.0,72.0,,,,0.444905105124325,0.42861867683104937,,
16.0,73.0,,,,0.444905105124325,0.42861867683104937,,
16.0,74.0,,,,0.444905105124325,0.42861867683104937,,
16.0,75.0,,,,0.444905105124325,0.42861867683104937,,
16.0,76.0,,,,0.444905105124325,0.42861867683104937,,
16.0,77.0,,,,0.444905105124325,0.42861867683104937,,
16.0,78.0,,,,0.444905105124325,0.42861867683104937,,
16.0,79.0,,,,0.444905105124325,0.42861867683104937,,
16.0,80.0,,,,0.444905105124325,0.42861867683104937,,
16.0,81.0,,,,0.444905105124325,0.42861867683104937,,
16.0,82.0,,,,0.444905105124325,0.42861867683104937,,
16.0,83.0,,,,0.444905105124325,0.42861867683104937,,
16.0,84.0,,,,0.444905105124325,0.42861867683104937,,
16.0,85.0,,,,0.444905105124325,0.42861867683104937,,
16.0,86.0,,,,0.444905105124325,0.42861867683104937,,
16.0,87.0,,,,0.444905105124325,0.42861867683104937,,
16.0,88.0,,,,0.444905105124325,0.42861867683104937,,
16.0,89.0,,,,0.444905105124325,0.42861867683104937,,
16.0,90.0,,,,0.444905105124325,0.42861867683104937,,
16.0,91.0,,,,0.444905105124325,0.42861867683104937,,
16.0,92.0,,,,0.444905105124325,0.42861867683104937,,
16.0,93.0,,,,0.444905105124325,0.42861867683104937,,
16.0,94.0,,,,0.444905105124325,0.42861867683104937,,
16.0,95.0,,,,0.444905105124325,0.42861867683104937,,
16.0,96.0,,,,0.444905105124325,0.42861867683104937,,
16.0,97.0,,,,0.444905105124325,0.42861867683104937,,
16.0,98.0,,,,0.444905105124325,0.42861867683104937,,
16.0,99.0,,,,0.444905105124325,0.42861867683104937,,
16.0,100.0,,,,0.444905105124325,0.42861867683104937,,
16.0,101.0,,,,0.444905105124325,0.42861867683104937,,
16.0,102.0,,,,0.444905105124325,0.42861867683104937,,
16.0,103.0,,,,0.444905105124325,0.42861867683104937,,
16.0,104.0,,,,0.444905105124325,0.42861867683104937,,
16.0,105.0,,,,0.444905105124325,0.42861867683104937,,
16.0,106.0,,,,0.444905105124325,0.42861867683104937,,
16.0,107.0,,,,0.444905105124325,0.42861867683104937,,
16.0,108.0,,,,0.444905105124325,0.42861867683104937,,
16.0,109.0,,,,0.444905105124325,0.42861867683104937,,
16.0,110.0,,,,0.444905105124325,0.42861867683104937,,
16.0,111.0,,,,0.444905105124325,0.42861867683104937,,
16.0,112.0,,,,0.444905105124325,0.42861867683104937,,
16.0,113.0,,,,0.444905105124325,0.42861867683104937,,
16.0,114.0,,,,0.444905105124325,0.42861867683104937,,
16.0,115.0,,,,0.444905105124325,0.42861867683104937,,
16.0,116.0,,,,0.444905105124325,0.42861867683104937,,
16.0,117.0,,,,0.444905105124325,0.42861867683104937,,
16.0,118.0,,,,0.444905105124325,0.42861867683104937,,
16.0,119.0,,,,0.444905105124325,0.42861867683104937,,
16.0,120.0,,,,0.444905105124325,0.42861867683104937,,
16.0,121.0,,,,0.444905105124325,0.42861867683104937,,
16.0,122.0,,,,0.444905105124325,0.42861867683104937,,
16.0,123.0,,,,0.444905105124325,0.42861867683104937,,
16.0,124.0,,,,0.444905105124325,0.42861867683104937,,
16.0,125.0,,,,0.444905105124325,0.42861867683104937,,
16.0,126.0,,,,0.444905105124325,0.42861867683104937,,
16.0,127.0,,,,0.444905105124325,0.42861867683104937,,
16.0,128.0,,,,0.444905105124325,0.42861867683104937,,
16.0,129.0,,,,0.444905105124325,0.42861867683104937,,
16.0,130.0,,,,0.444905105124325,0.42861867683104937,,
16.0,131.0,,,,0.444905105124325,0.42861867683104937,,
16.0,132.0,,,,0.444905105124325,0.42861867683104937,,
16.0,133.0,,,,0.444905105124325,0.42861867683104937,,
16.0,134.0,,,,0.444905105124325,0.42861867683104937,,
16.0,135.0,,,,0.444905105124325,0.42861867683104937,,
16.0,136.0,,,,0.444905105124325,0.42861867683104937,,
16.0,137.0,,,,0.444905105124325,0.42861867683104937,,
16.0,138.0,,,,0.444905105124325,0.42861867683104937,,
16.0,139.0,,,,0.444905105124325,0.42861867683104937,,
16.0,140.0,,,,0.444905105124325,0.42861867683104937,,
16.0,141.0,,,,0.444905105124325,0.42861867683104937,,
16.0,142.0,,,,0.444905105124325,0.42861867683104937,,
16.0,143.0,,,,0.444905105124325,0.42861867683104937,,
16.0,144.0,,,,0.444905105124325,0.42861867683104937,,
16.0,145.0,,,,0.444905105124325,0.42861867683104937,,
16.0,146.0,,,,0.444905105124325,0.42861867683104937,,
16.0,147.0,,,,0.444905105124325,0.42861867683104937,,
16.0,148.0,,,,0.444905105124325,0.42861867683104937,,
16.0,149.0,,,,0.444905105124325,0.42861867683104937,,
16.0,150.0,,,,0.444905105124325,0.42861867683104937,,
16.0,151.0,,,,0.444905105124325,0.42861867683104937,,
16.0,152.0,,,,0.444905105124325,0.42861867683104937,,
16.0,153.0,,,,0.444905105124325,0.42861867683104937,,
16.0,154.0,,,,0.444905105124325,0.42861867683104937,,
16.0,155.0,,,,0.444905105124325,0.42861867683104937,,
16.0,156.0,,,,0.444905105124325,0.42861867683104937,,
16.0,157.0,,,,0.444905105124325,0.42861867683104937,,
16.0,158.0,,,,0.444905105124325,0.42861867683104937,,
16.0,159.0,,,,0.444905105124325,0.42861867683104937,,
16.0,160.0,,,,0.444905105124325,0.42861867683104937,,
16.0,161.0,,,,0.444905105124325,0.42861867683104937,,
16.0,162.0,,,,0.444905105124325,0.42861867683104937,,
16.0,163.0,,,,0.444905105124325,0.42861867683104937,,
16.0,164.0,,,,0.444905105124325,0.42861867683104937,,
16.0,165.0,,,,0.444905105124325,0.42861867683104937,,
16.0,166.0,,,,0.444905105124325,0.42861867683104937,,
16.0,167.0,,,,0.444905105124325,0.42861867683104937,,
16.0,168.0,,,,0.444905105124325,0.42861867683104937,,
16.0,169.0,,,,0.444905105124325,0.42861867683104937,,
16.0,170.0,,,,0.444905105124325,0.42861867683104937,,
16.0,171.0,,,,0.444905105124325,0.42861867683104937,,
16.0,172.0,,,,0.444905105124325,0.42861867683104937,,
16.0,173.0,,,,0.444905105124325,0.42861867683104937,,
16.0,174.0,,,,0.444905105124325,0.42861867683104937,,
16.0,175.0,,,,0.444905105124325,0.42861867683104937,,
16.0,176.0,,,,0.444905105124325,0.42861867683104937,,
16.0,177.0,,,,0.444905105124325,0.42861867683104937,,
16.0,178.0,,,,0.444905105124325,0.42861867683104937,,
16.0,179.0,,,,0.444905105124325,0.42861867683104937,,
16.0,180.0,,,,0.444905105124325,0.42861867683104937,,
16.0,181.0,,,,0.444905105124325,0.42861867683104937,,
16.0,182.0,,,,0.444905105124325,0.42861867683104937,,
16.0,183.0,,,,0.444905105124325,0.42861867683104937,,
16.0,184.0,,,,0.444905105124325,0.42861867683104937,,
16.0,185.0,,,,0.444905105124325,0.42861867683104937,,
16.0,186.0,,,,0.444905105124325,0.42861867683104937,,
16.0,187.0,,,,0.444905105124325,0.42861867683104937,,
16.0,188.0,,,,0.444905105124325,0.42861867683104937,,
16.0,189.0,,,,0.444905105124325,0.42861867683104937,,
16.0,190.0,,,,0.444905105124325,0.42861867683104937,,
16.0,191.0,,,,0.444905105124325,0.42861867683104937,,
16.0,192.0,,,,0.444905105124325,0.42861867683104937,,
16.0,193.0,,,,0.444905105124325,0.42861867683104937,,
16.0,194.0,,,,0.444905105124325,0.42861867683104937,,
16.0,195.0,,,,0.444905105124325,0.42861867683104937,,
16.0,196.0,,,,0.444905105124325,0.42861867683104937,,
16.0,197.0,,,,0.444905105124325,0.42861867683104937,,
16.0,198.0,,,,0.444905105124325,0.42861867683104937,,
16.0,199.0,,,,0.444905105124325,0.42861867683104937,,
16.0,200.0,,,,0.444905105124325,0.42861867683104937,,
16.0,201.0,,,,0.444905105124325,0.42861867683104937,,
16.0,202.0,,,,0.444905105124325,0.42861867683104937,,
16.0,203.0,,,,0.444905105124325,0.42861867683104937,,
16.0,204.0,,,,0.444905105124325,0.42861867683104937,,
16.0,205.0,,,,0.444905105124325,0.42861867683104937,,
16.0,206.0,,,,0.444905105124325,0.42861867683104937,,
16.0,207.0,,,,0.444905105124325,0.42861867683104937,,
16.0,208.0,,,,0.444905105124325,0.42861867683104937,,
16.0,209.0,,,,0.444905105124325,0.42861867683104937,,
16.0,210.0,,,,0.444905105124325,0.42861867683104937,,
16.0,211.0,,,,0.444905105124325,0.42861867683104937,,
16.0,212.0,,,,0.444905105124325,0.42861867683104937,,
16.0,213.0,,,,0.444905105124325,0.42861867683104937,,
16.0,214.0,,,,0.444905105124325,0.42861867683104937,,
